volume,section_id,section_title,stanza_no,categories,strong_terms,weak_terms,text,source_url,label,science_concept,notes
1,T158,003. நெஞ்சறிவுறுத்தல்,222,cosmos,cosmos:அண்ட,,தானோங்கும் அண்டமெலாம் சத்தமுறக் கூவுமொரு / மானோங்கும் செங்கை மலரழகும் - ஊனோங்கும்,https://www.thiruarutpa.org/thirumurai/v/T158/tm/n-enjsarivuruththal,M,,silver-unverified
1,T158,003. நெஞ்சறிவுறுத்தல்,283,cosmos,cosmos:அண்ட,,கண்டோரைக் கவ்வுங் கடுஞ்சுணங்கன் என்பனது / கொண்டோரைக் கண்டால் குலையாதே - அண்டார்க்கும்,https://www.thiruarutpa.org/thirumurai/v/T158/tm/n-enjsarivuruththal,N,,silver-unverified
1,T158,003. நெஞ்சறிவுறுத்தல்,344,cosmos,cosmos:அண்ட,,கண்டால் நமதாசை கைவிடுவார் என்றதனைத் / தண்டா தொளித்திடவும் சார்ந்தனையே - அண்டாது,https://www.thiruarutpa.org/thirumurai/v/T158/tm/n-enjsarivuruththal,N,,silver-unverified
1,T158,003. நெஞ்சறிவுறுத்தல்,451,space_elements,space_elements:வாயு,,மெய்யுலர்ந்து நீரின் விழியுலர்ந்து வாயுலர்ந்து / கையுலர்ந்து நிற்பவரைக் கண்டிலையோ - மெய்யுலர்ந்தும்,https://www.thiruarutpa.org/thirumurai/v/T158/tm/n-enjsarivuruththal,N,,silver-unverified
1,T158,003. நெஞ்சறிவுறுத்தல்,469,cosmos,"cosmos:அண்டம்,அண்ட",,பறையோசை அண்டம் படீரென் றொலிக்க / மறையோசை யன்றே மறந்தாய் - இறையோன்,https://www.thiruarutpa.org/thirumurai/v/T158/tm/n-enjsarivuruththal,M,,silver-unverified
1,T158,003. நெஞ்சறிவுறுத்தல்,526,cosmos,cosmos:பிரபஞ்ச,,கற்பனையில் காய்ப்புளதாய்க் காட்டும் பிரபஞ்சக் / கற்பனையை மெய்யென்று கண்டனையே - பற்பலவாம்,https://www.thiruarutpa.org/thirumurai/v/T158/tm/n-enjsarivuruththal,A,mystic-cosmological statement (unverified),silver-unverified
1,T158,003. நெஞ்சறிவுறுத்தல்,580,cosmos,cosmos:அண்ட,,அண்டமென்றும் அண்டத் தசைவும் அசைவுமலாப் / பண்டமென்றும் சொல்பவெலாம் பன்முகங்கள் - கொண்டிருந்த,https://www.thiruarutpa.org/thirumurai/v/T158/tm/n-enjsarivuruththal,A,mystic-cosmological statement (unverified),silver-unverified
1,T158,003. நெஞ்சறிவுறுத்தல்,607,atom_smallest,atom_smallest:அணுவ,,ஈண்டோர் அணுவாய் இருந்தநீ எண்டிசைபோல் / நீண்டாய் இஃதோர் நெறியன்றே - வேண்டாநீ,https://www.thiruarutpa.org/thirumurai/v/T158/tm/n-enjsarivuruththal,A,scale: entity that was atom-sized extends across the eight directions,silver-unverified
1,T158,003. நெஞ்சறிவுறுத்தல்,616,vibration_sound,vibration_sound:நாதம்,,போதம் சுகமென்றும் பொன்றல்சுகம் என்றும்விந்து / நாதம் சுகமென்றும் நாம்பொருளென் - றோதலஃ,https://www.thiruarutpa.org/thirumurai/v/T158/tm/n-enjsarivuruththal,M,,silver-unverified
1,T158,003. நெஞ்சறிவுறுத்தல்,680,space_elements,space_elements:பூதங்கள்,,தஞ்சம் தருமலரோன் தத்துவமாம் பூதங்கள் / ஐஞ்சும் பொறியஞ்சும் அஞ்சறிவும் - அஞ்செனுமோர்,https://www.thiruarutpa.org/thirumurai/v/T158/tm/n-enjsarivuruththal,M,,silver-unverified
1,T158,003. நெஞ்சறிவுறுத்தல்,685,cosmos,cosmos:அண்ட,,கண்டதுவென் றொன்றும் கலவாது தாம்கலந்து / கொண்டசிவ யோகியராம் கொற்றவரும் - அண்டரிய,https://www.thiruarutpa.org/thirumurai/v/T158/tm/n-enjsarivuruththal,N,,silver-unverified
1,T159,004. சிவநேச வெண்பா,11,cosmos,"cosmos:அண்டங்க,அண்ட",,அண்டங்க ளோஅவற்றின் அப்பாலோ இப்பாலோ / பண்டங்க ளோசிற் பரவெளியோ - கண்தங்க / வெம்பெருமால் நீத்தவர்தம் மெய்யுளமோ தையலொடும் / எம்பெருமான் நீவாழ் இடம்.,https://www.thiruarutpa.org/thirumurai/v/T159/tm/sivan-eesa_venpaa,A,mystic-cosmological statement (unverified),silver-unverified
1,T159,004. சிவநேச வெண்பா,12,cosmos,cosmos:அண்ட,,பூதமெங்கே மற்றைப் புலனெங்கே பல்லுயிரின் / பேதமெங்கே அண்டமெனும் பேரெங்கே - நாதமெங்கே / மன்வடிவ மெங்கே மறையெங்கே வான்பொரு­ / பொன்வடிவம் கொள்ளாத போது.,https://www.thiruarutpa.org/thirumurai/v/T159/tm/sivan-eesa_venpaa,M,,silver-unverified
1,T159,004. சிவநேச வெண்பா,13,cosmos,cosmos:அண்ட,light_generic:சோதி,பேருருவோ சோதிப் பிழம்பாகும் சின்மயத்தின் / சீருருவோ தேவர் திருவுருவம் - நேருருவில் / சால்புறச்சேர் அண்ட சராசரங்கள் எல்லாம்நும் / கால்விரற்பால் நின்றொடுங்குங் கால்.,https://www.thiruarutpa.org/thirumurai/v/T159/tm/sivan-eesa_venpaa,A,mystic-cosmological statement (unverified),silver-unverified
1,T159,004. சிவநேச வெண்பா,79,cosmos,cosmos:அண்ட,,மாலெங்கே வேதனுயர் வாழ்வெங்கே இந்திரன்செங் / கோலெங்கே வானோர் குடியெங்கே - கோலஞ்சேர் / அண்டமெங்கே அவ்வவ் வரும்பொருளெங் கேநினது / கண்டமங்கே நீலமுறாக் கால்.,https://www.thiruarutpa.org/thirumurai/v/T159/tm/sivan-eesa_venpaa,M,,silver-unverified
1,T160,005. மகாதேவ மாலை,12,cosmos,"cosmos:அண்டங்க,அண்ட,பிண்டம்",,அண்டங்கள் பலவாகி அவற்றின் மேலும் / அளவாகி அளவாத அதீத மாகிப் / பிண்டங்கள் அனந்தவகை யாகிப் பிண்டம் / பிறங்குகின்ற பொருளாகிப் பேதந் தோற்றும் / பண்டங்கள் பலவாகி இவற்றைக் காக்கும் / பதியாகி ஆனந்தம் பழுத்துச் சாந்தம் / கொண்டெங்கும் நிழல்பரப்பித் தழைந்து ஞானக் / கொழுங்கடவுள் தருவாகிக் குலவுந் தேவே.,https://www.thiruarutpa.org/thirumurai/v/T160/tm/makaatheeva_maalai,A,mystic-cosmological statement (unverified),silver-unverified
1,T160,005. மகாதேவ மாலை,21,sun_moon_stars,sun_moon_stars:சந்திர,,மந்திரமாய்ப் பதமாகி வன்ன மாகி / வளர்கலையாய்த் தத்துவமாய்ப் புவன மாகிச் / சந்திரனாய் இந்திரனாய் இரவி யாகித் / தானவராய் வானவராய்த் தயங்கா நின்ற / தந்திரமாய் இவையொன்றும் அல்ல வாகித் / தானாகித் தனதாகித் தானான் காட்டா / அந்தரமாய் அப்பாலாய் அதற்கப் பாலாய் / அப்பாலுக் கப்பாலாய் அமர்ந்த தேவே.,https://www.thiruarutpa.org/thirumurai/v/T160/tm/makaatheeva_maalai,A,mystic-cosmological statement (unverified),silver-unverified
1,T160,005. மகாதேவ மாலை,36,space_elements,space_elements:பெருவெளி,light_generic:பிரகாச,அருளருவி வழிந்துவழிந் தொழுக ஓங்கும் / ஆனந்தத் தனிமலையே அமல வேதப் / பொருளளவு நிறைந்தவற்றின் மேலும் ஓங்கிப் / பொலிகின்ற பரம்பொருளே புரண மாகி / இருளறுசிற் பிரகாச மயமாஞ் சுத்த / ஏகாந்தப் பெருவெளிக்குள் இருந்த வாழ்வே / தெருளளவும் உளமுழுதுங் கலந்து கொண்டு / தித்திக்குஞ் செழுந்தேனே தேவ தேவே.,https://www.thiruarutpa.org/thirumurai/v/T160/tm/makaatheeva_maalai,M,,silver-unverified
1,T160,005. மகாதேவ மாலை,39,light_physics,light_physics:கிரண,,தண்ணமுத மதிகுளிர்ந்த கிரணம் வீசத் / தடம்பொழிற்பூ மணம்வீசத் தென்றல் வீச / எண்ணமுதப் பளிக்குநிலா முற்றத் தேஇன் / இசைவீசத் தண்பனிநீர் எடுத்து வீசப் / பெண்ணமுதம் அனையவர்விண் ணமுதம் ஊட்டப் / பெறுகின்ற சுகமனைத்தும் பிற்பட் டோடக் / கண்ணமுதத் துடம்புயிர்மற் றனைத்தும் இன்பங் / கலந்துகொளத் தருங்கருணைக் கடவுள் தேவே.,https://www.thiruarutpa.org/thirumurai/v/T160/tm/makaatheeva_maalai,O,moonlight described as cool rays,silver-unverified
1,T160,005. மகாதேவ மாலை,40,light_physics,light_physics:கதிர்,light_generic:சோதி,சுழியாத அருட்கருணைப் பெருக்கே என்றுந் / தூண்டாத மணிவிளக்கின் சோதி யேவான் / ஒழியாது கதிர்பரப்புஞ் சுடரே அன்பர்க் / கோவாத இன்பருளும் ஒன்றே விண்ணோர் / விழியாலும் மொழியாலும் மனத்தி னாலும் / விழைதருமெய்த் தவத்தாலும் விளம்பும் எந்த / வழியாலும் கண்டுகொளற் கரிதாய்ச் சுத்த / மவுனவெளி யூடிருந்து வயங்கும் தேவே.,https://www.thiruarutpa.org/thirumurai/v/T160/tm/makaatheeva_maalai,M,,silver-unverified
1,T160,005. மகாதேவ மாலை,44,cosmos,cosmos:அண்ட,,அண்டமெலாம் கண்ணாகக் கொளினும் காண்டற் / கணுத்துணையும் கூடாவென் றனந்த வேதம் / விண்டலறி ஓலமிட்டுப் புலம்ப மோன / வெளிக்குள்வெளி யாய்நிறைந்து விளங்கும் ஒன்றே / கண்டவடி வாய்அகண்ட மயமாய் எங்கும் / கலந்துநின்ற பெருங்கருணைக் கடவு ளேஎம் / சண்டவினைத் தொடக்கறச்சின் மயத்தைக் காட்டும் / சற்குருவே சிவகுருவே சாந்தத் தேவே.,https://www.thiruarutpa.org/thirumurai/v/T160/tm/makaatheeva_maalai,A,mystic-cosmological statement (unverified),silver-unverified
1,T160,005. மகாதேவ மாலை,55,cosmos|atom_smallest,"cosmos:அண்டங்க,அண்ட ; atom_smallest:அணுவ",,பேராய அண்டங்கள் பலவும் பிண்ட / பேதங்கள் பற்பலவும் பிண்டாண் டத்தின் / வாராய பலபொருளும் கடலும் மண்ணும் / மலையுளவும் கடலுளவும் மணலும் வானும் / ஊராத வான்மீனும் அணுவும் மற்றை / உள்ளனவும் அளந்திடலாம் ஓகோ உன்னை / ஆராலும் அளப்பரிதென் றனந்த வேதம் / அறைந்திளைக்க அதிதூர மாகுந் தேவே.,https://www.thiruarutpa.org/thirumurai/v/T160/tm/makaatheeva_maalai,A,mystic-cosmological statement (unverified),silver-unverified
1,T160,005. மகாதேவ மாலை,62,atom_smallest,atom_smallest:அணுத்துணை,,பாயிரமா மறைஅனந்தம் அனந்தம் இன்னும் / பார்த்தளந்து காண்டும்எனப் பல்கான் மேவி / ஆயிரமா யிரமுகங்க ளாலும் பன்னாள் / அளந்தளந்தோர் அணுத்துணையும் அளவு காணா / தேயிரங்கி அழுதுசிவ சிவவென் றேங்கித் / திரும்பஅருட் பரவெளிவாழ் சிவமே ஈன்ற / தாயிரங்கி வளர்ப்பதுபோல் எம்போல் வாரைத் / தண்ணருளால் வளர்த்தென்றும் தாங்குந் தேவே.,https://www.thiruarutpa.org/thirumurai/v/T160/tm/makaatheeva_maalai,M,,silver-unverified
1,T160,005. மகாதேவ மாலை,63,cosmos,"cosmos:அண்டம்,அண்ட",,அந்தரமிங் கறிவோமற் றதனில் அண்டம் / அடுக்கடுக்காய் அமைந்தஉள வறிவோம் ஆங்கே / உந்துறும்பல் பிண்டநிலை அறிவோஞ் சீவன் / உற்றநிலை அறிவோமற் றனைத்து நாட்டும் / எந்தைநின தருள்விளையாட் டந்தோ அந்தோ / எள்ளளவும் அறிந்திலோம் என்னே என்று / முந்தனந்த மறைகளெலாம் வழுத்த நின்ற / முழுமுதலே அன்பர்குறை முடிக்கும் தேவே.,https://www.thiruarutpa.org/thirumurai/v/T160/tm/makaatheeva_maalai,A,layered/stacked universes,silver-unverified
1,T160,005. மகாதேவ மாலை,67,space_elements,space_elements:பெருவெளி,,பொதுவென்றும் பொதுவில்நடம் புரியா நின்ற / பூரணசிற் சிவமென்றும் போதா னந்த / மதுவென்றும் பிரமமென்றும் பரம மென்றும் / வகுக்கின்றோர் வகுத்திடுக அதுதான் என்றும் / இதுவென்றும் சுட்டவொணா ததனால் சும்மா / இருப்பதுவே துணிவெனக்கொண் டிருக்கின் றோரை / விதுவென்ற141 தண்ணளியால் கலந்து கொண்டு / விளங்குகின்ற பெருவெளியே விமலத் தேவே.,https://www.thiruarutpa.org/thirumurai/v/T160/tm/makaatheeva_maalai,M,,silver-unverified
1,T160,005. மகாதேவ மாலை,81,space_elements,space_elements:அருள்வெளி,,அருள்வெளியில் ஆனந்த வடிவி னால்நின் / றாடுகின்ற பெருவாழ்வே அரசே இந்த / மருள்வலையில் அகப்பட்ட மனத்தால் அந்தோ / மதிகலங்கி மெய்ந்நிலைக்கோர் வழிகா ணாதே / இருள்நெறியில் கோலிழந்த குருட்டூ மன்போல் / எண்ணாதெல் லாம்எண்ணி ஏங்கி ஏங்கி / உருள்சகடக் கால்போலுஞ் சுழலா நின்றேன் / உய்யும்வகை அறியேனிவ் வொதிய னேனே.,https://www.thiruarutpa.org/thirumurai/v/T160/tm/makaatheeva_maalai,M,,silver-unverified
1,T160,005. மகாதேவ மாலை,141,sun_moon_stars,sun_moon_stars:சந்திர,,விது - சந்திரன். ஈண்டு இரண்டன் உருபுவிரிக்க. தொ.வே.,https://www.thiruarutpa.org/thirumurai/v/T160/tm/makaatheeva_maalai,N,,silver-unverified
1,T161,006. திருவருண் முறையீடு,3,cosmos,cosmos:அண்ட,,தண்டாத சஞ்சலங் கொண்டேன் நிலையைஇத் தாரணியில் / கண்டார் இரங்குவர் கேட்டார் உருகுவர் கங்கைதிங்கள் / துண்டார் மலர்ச்சடை எந்தாய் இரங்கிலை தூய்மையிலா / அண்டார் பிழையும் பொறுப்போய் இதுநின் அருட்கழகே.,https://www.thiruarutpa.org/thirumurai/v/T161/tm/thiruvarun_muraiyiitu,N,,silver-unverified
1,T161,006. திருவருண் முறையீடு,11,space_elements,space_elements:வாயு,,தேன்சொல்லும் வாயுமை பாகாநின் தன்னைத் தெரிந்தடுத்தோர் / தான்சொல்லுங் குற்றங் குணமாகக் கொள்ளுந் தயாளுவென்றே / நான்சொல்வ தென்னைபொன் நாண்சொல்லும் வாணிதன் நாண்சொல்லும்அவ் / வான்சொல்லும் எம்மலை மான்சொல்லும் கைம்மலை மான்சொல்லுமே.,https://www.thiruarutpa.org/thirumurai/v/T161/tm/thiruvarun_muraiyiitu,N,,silver-unverified
1,T161,006. திருவருண் முறையீடு,18,atom_smallest,atom_smallest:அணுவ,,என்போன் மனிதரை ஏன்அடுப் பேன்எனக் கெய்ப்பில்வைப்பாம் / பொன்போல் விளங்கும் புரிசடை யான்றனைப் போயடுத்தேன் / துன்போர் அணுவும் பெறேன்இனி யான்என்று சொல்லிவந்தேன் / முன்போல் பராமுகஞ் செய்யேல் அருளுக முக்கணனே.,https://www.thiruarutpa.org/thirumurai/v/T161/tm/thiruvarun_muraiyiitu,M,,silver-unverified
1,T161,006. திருவருண் முறையீடு,31,space_elements,space_elements:வாயு,,ஏட்டாலுங் கேளயல் என்பாரை நான்சிரித் தென்னைவெட்டிப் / போட்டாலும் வேறிடம் கேளேன்என் நாணைப் புறம்விடுத்துக் / கேட்டாலும் என்னை உடையா னிடஞ்சென்று கேட்பனென்றே / நீட்டாலும் வாயுரைப் பாட்டாலுஞ் சொல்லி நிறுத்துவனே.,https://www.thiruarutpa.org/thirumurai/v/T161/tm/thiruvarun_muraiyiitu,N,,silver-unverified
1,T161,006. திருவருண் முறையீடு,51,cosmos,cosmos:அண்ட,,சிற்பர மேஎஞ் சிவமே திருவருள் சீர்மிகுந்த / கற்பக மேஉனைச் சார்ந்தோர்க் களிக்குநின் கைவழக்கம் / அற்பமன் றேபல அண்டங் களின்அடங் காததென்றே / நற்பர ஞானிகள் வாசகத் தால்கண்டு நாடினனே.,https://www.thiruarutpa.org/thirumurai/v/T161/tm/thiruvarun_muraiyiitu,M,,silver-unverified
1,T161,006. திருவருண் முறையீடு,72,cosmos,"cosmos:அண்டங்க,அண்ட",,அண்டங்கண் டானும் அளந்தானும் காண்டற் கரியவநின் / கண்டங்கண் டார்க்குஞ் சடைமேல் குறைந்த கலைமதியின் / துண்டங்கண் டார்க்கும் பயமுள தோஎனச் சூழ்ந்தடைந்தேன் / தொண்டன்கண் டாள்பல தெண்டன்கண் டாய்நின் துணையடிக்கே.,https://www.thiruarutpa.org/thirumurai/v/T161/tm/thiruvarun_muraiyiitu,M,,silver-unverified
1,T161,006. திருவருண் முறையீடு,100,space_elements,space_elements:காற்று,,காற்றுக்கு மேல்விட்ட பஞ்சாகி உள்ளம் கறங்கச்சென்றே / சோற்றுக்கு மேற்கதி இன்றென வேற்றகந் தோறும்உண்போர் / தூற்றுக்கு மேல்பெருந் தூறிலை ஆங்கென் துயரமெனும் / சேற்றுக்கு மேல்பெருஞ் சேறிலை காண்அருட் செவ்வண்ணனே.,https://www.thiruarutpa.org/thirumurai/v/T161/tm/thiruvarun_muraiyiitu,M,,silver-unverified
1,T161,006. திருவருண் முறையீடு,137,space_elements,space_elements:வாயு,,பொய்வந்த வாயும் புலைவந்த செய்கையும் புன்மையெல்லாம் / கைவந்த நெஞ்சமும் கண்டேன் இனிநற் கனிவுடன்யான் / மெய்வந்த வாயும் விதிவந்த செய்கையும் வீறன்பினால் / தைவந்த நெஞ்சமும் காண்பதென் றோசெஞ் சடைக்கனியே.,https://www.thiruarutpa.org/thirumurai/v/T161/tm/thiruvarun_muraiyiitu,N,,silver-unverified
1,T161,006. திருவருண் முறையீடு,158,sun_moon_stars,"sun_moon_stars:சூரிய,சந்திர",,கனல் - அக்கினி. இனன் - சூரியன். இந்து - சந்திரன். ச. மு. க.,https://www.thiruarutpa.org/thirumurai/v/T161/tm/thiruvarun_muraiyiitu,N,,silver-unverified
1,T127,007. வடிவுடை மாணிக்க மாலை,44,cosmos,cosmos:அண்ட,,அண்டாரை வென்றுல காண்டுமெய்ஞ் ஞானம் அடைந்துவிண்ணில் / பண்டாரை சூழ்மதி போலிருப் போர்கள்நின் பத்தர்பதம் / கண்டாரைக் கண்டவர் அன்றோ திருவொற்றிக் கண்ணுதல்சேர் / வண்டாரை வேலன்ன மானே வடிவுடை மாணிக்கமே.,https://www.thiruarutpa.org/thirumurai/v/T127/tm/vativutai_maanikka_maalai,N,,silver-unverified
1,T127,007. வடிவுடை மாணிக்க மாலை,50,cosmos,cosmos:அண்ட,,பன்னும்பல் வேறண்டம் எல்லாம்அவ் அண்டப் பரப்பினின்று / துன்னும் சராசரம் யாவையும் ஈன்றது சூழ்ந்தும்உன்னை / இன்னும் இளந்தை அழியாத கன்னிகை என்பதென்னே / மன்னும் சுகாநந்த வாழ்வே வடிவுடை மாணிக்கமே.,https://www.thiruarutpa.org/thirumurai/v/T127/tm/vativutai_maanikka_maalai,A,mystic-cosmological statement (unverified),silver-unverified
1,T150,008. இங்கித மாலை,76,light_physics,light_physics:கிரண,,நாலா ரணஞ்சூ ழொற்றியுளீர் நாகம் வாங்க லென்னென்றேன் / காலாங் கிரண்டிற் கட்டவென்றார் கலைத்தோல் வல்லீர் நீரென்றேன் / வேலார் விழிமாப் புலித்தோலும் வேழத் தோலும் வல்லேமென் / றேலா வமுத முகுக்கின்றா ரிதுதான் சேடி யென்னேடீ.,https://www.thiruarutpa.org/thirumurai/v/T150/tm/ingkitha_maalai,N,,silver-unverified
1,T150,008. இங்கித மாலை,135,light_physics,light_physics:கிரண,,காவா யொற்றிப் பதியுடையீர் கல்லா னைக்குக் கரும்பன்று / தேவாய் மதுரை யிடத்தளித்த சித்த ரலவோ நீரென்றேன் / பாவா யிருகல் லானைக்குப் பரிவிற் கரும்பிங் கிரண்டொருநீ / யீவா யிதுசித் தென்கின்றா ரிதுதான் சேடி யென்னேடீ.,https://www.thiruarutpa.org/thirumurai/v/T150/tm/ingkitha_maalai,N,,silver-unverified
2,T73,002. அருள் நாம விளக்கம்,10,sun_moon_stars,sun_moon_stars:நிலவு,,நிலவும் ஒண்மதி முகத்தியர்க் குழன்றாய் / நீச நெஞ்சர்தம் நெடுங்கடை தனிற்போய் / இலவு காத்தனை என்னைநின் மதியோ / எழில்கொள் ஒற்றியூர்க் கென்னுடன் போந்து / பலவும் ஆய்ந்துநன் குண்மையை உணர்ந்த / பத்தர் உள்ளகப் பதுமங்கள் தோறும் / உலவும் ஓம்சிவ சண்முக சிவஓம் / ஓம்சி வாயஎன் றுன்னுதி மனனே.,https://www.thiruarutpa.org/thirumurai/v/T73/tm/arul_n-aama_vilakkam,M,,silver-unverified
2,T75,004. நமச்சிவாய ஸங்கீர்த்தன லகிரி,2,cosmos,cosmos:அண்ட,light_generic:ஒளி,அட்ட மூர்த்தம தாகிய பொருளை / அண்டர் ஆதியோர் அறிகிலாத் திறத்தை / விட்ட வேட்கையர்க் கங்கையில் கனியை / வேத மூலத்தை வித்தக விளைவை / எட்ட ரும்பர மானந்த நிறைவை / எங்கும் ஆகிநின் றிலங்கிய ஒளியை / நட்டம் ஆடிய நடனநா யகத்தை / நமச்சி வாயத்தை நான்மற வேனே.,https://www.thiruarutpa.org/thirumurai/v/T75/tm/n-amassivaaya_sangkiirththana_lakiri,N,,silver-unverified
2,T75,004. நமச்சிவாய ஸங்கீர்த்தன லகிரி,6,cosmos,"cosmos:அண்டங்க,அண்ட",,திக்கு மாறினும் எழுகடல் புவிமேல் / சென்று மாறினும் சேண்விளங் கொளிகள் / உக்கு மாறினும் பெயல்இன்றி உலகில் / உணவு மாறினும் புவிகளோர் ஏழும் / மிக்கு மாறினும் அண்டங்கள் எல்லாம் / விழுந்து மாறினும் வேதங்கள் உணரா / நக்கன் எம்பிரான் அருள்திருப் பெயராம் / நமச்சி வாயத்தை நான்மற வேனே.,https://www.thiruarutpa.org/thirumurai/v/T75/tm/n-amassivaaya_sangkiirththana_lakiri,A,even if all universes collapse and dissolve,silver-unverified
2,T89,005. நற்றுணை விளக்கம்,5,sun_moon_stars,sun_moon_stars:கதிரவ,,ஓடு கின்றனன் கதிரவன் அவன்பின் / ஓடு கின்றன ஒவ்வொரு நாளாய் / வீடு கின்றன என்செய்வோம் இனிஅவ் / வெய்ய கூற்றுவன் வெகுண்டிடில் என்றே / வாடு கின்றனை அஞ்சலை நெஞ்சே / மார்க்கண் டேயர்தம் மாண்பறிந் திலையோ / நாடு கின்றவர் நாதன்தன் நாமம் / நமச்சி வாயம்காண் நாம்பெறும் துணையே.,https://www.thiruarutpa.org/thirumurai/v/T89/tm/n-arrunai_vilakkam,O,sun's daily course; each day follows and ends behind it,silver-unverified
2,T76,006. திருவருள் வழக்க விளக்கம்,5,sun_moon_stars,sun_moon_stars:கிரக,,நாட்டில் புகழ்பெற்ற நாவுக் கரசர்முன் நாள்பதிகப் / பாட்டிற் கிரக்கம்இல் லீர்எம் பிரான்எனப் பாடஅன்றே / ஆட்டிற் கிசைந்த மலர்வாழ்த்தி வேதம் அமைத்தமறைக் / காட்டில் கதவம் திறந்தன ரால்எம் கடவுளரே.,https://www.thiruarutpa.org/thirumurai/v/T76/tm/thiruvarul_vazakka_vilakkam,N,,silver-unverified
2,T67,019. அருள்விடை வேட்கை,8,sun_moon_stars,sun_moon_stars:நிலவு,,சுலவு காற்றனல் தூயமண் விண்புனல் / பலவு மாகும்ப டம்பக்க நாதரே / நிலவு தண்மதி நீள்முடி வைத்தநீர் / குலவும் என்றன்கு றைதவிர்க் கீர்கொலோ.,https://www.thiruarutpa.org/thirumurai/v/T67/tm/arulvitai_veetkai,A,mystic-cosmological statement (unverified),silver-unverified
